video_path,label,split,archive,archive_url,status,compressed_size,original_size,crc32,local_header_offset,data_offset,output_path,attempts,error
Places/23. Court/MVI_3610.MOV,23. Court,train,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/23. Court/MVI_3610.MOV,0,
Places/23. Court/MVI_3455.MOV,23. Court,val,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/val/23. Court/MVI_3455.MOV,0,
Places/23. Court/MVI_3611.MOV,23. Court,val,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/val/23. Court/MVI_3611.MOV,0,
Places/23. Court/MVI_3366.MOV,23. Court,val,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/val/23. Court/MVI_3366.MOV,0,
Places/28. Store or Shop/MVI_3308.MOV,28. Store or Shop,train,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Store or Shop/MVI_3308.MOV,0,
Places/28. Store or Shop/MVI_3310.MOV,28. Store or Shop,train,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Store or Shop/MVI_3310.MOV,0,
Places/28. Store or Shop/MVI_3632.MOV,28. Store or Shop,train,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Store or Shop/MVI_3632.MOV,0,
Places/28. Store or Shop/MVI_3474.MOV,28. Store or Shop,train,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Store or Shop/MVI_3474.MOV,0,
Places/28. Store or Shop/MVI_3386.MOV,28. Store or Shop,train,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Store or Shop/MVI_3386.MOV,0,
Places/28. Store or Shop/MVI_3553.MOV,28. Store or Shop,train,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Store or Shop/MVI_3553.MOV,0,
Places/28. Store or Shop/MVI_3472.MOV,28. Store or Shop,train,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Store or Shop/MVI_3472.MOV,0,
Places/28. Store or Shop/MVI_3552.MOV,28. Store or Shop,train,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Store or Shop/MVI_3552.MOV,0,
Places/28. Store or Shop/MVI_3473.MOV,28. Store or Shop,train,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Store or Shop/MVI_3473.MOV,0,
Places/28. Store or Shop/MVI_3385.MOV,28. Store or Shop,train,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Store or Shop/MVI_3385.MOV,0,
Places/28. Store or Shop/MVI_3309.MOV,28. Store or Shop,val,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/val/28. Store or Shop/MVI_3309.MOV,0,
Places/28. Store or Shop/MVI_3634.MOV,28. Store or Shop,val,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/val/28. Store or Shop/MVI_3634.MOV,0,
Places/28. Store or Shop/MVI_3635.MOV,28. Store or Shop,val,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,pending,0,0,0,0,0,data/videos/val/28. Store or Shop/MVI_3635.MOV,0,
Home/28. Window/MVI_4363.MOV,28. Window,train,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Window/MVI_4363.MOV,0,
Home/28. Window/MVI_8767.MP4,28. Window,train,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Window/MVI_8767.MP4,0,
Home/28. Window/MVI_8769.MP4,28. Window,train,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Window/MVI_8769.MP4,0,
Home/28. Window/MVI_8766.MP4,28. Window,train,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Window/MVI_8766.MP4,0,
Home/28. Window/MVI_4364.MOV,28. Window,train,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Window/MVI_4364.MOV,0,
Home/28. Window/MVI_4362.MOV,28. Window,train,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Window/MVI_4362.MOV,0,
Home/28. Window/MVI_4365.MOV,28. Window,train,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Window/MVI_4365.MOV,0,
Home/28. Window/MVI_8768.MP4,28. Window,train,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Window/MVI_8768.MP4,0,
Home/28. Window/MVI_4881.MOV,28. Window,train,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Window/MVI_4881.MOV,0,
Home/28. Window/MVI_9014.MP4,28. Window,train,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/28. Window/MVI_9014.MP4,0,
Home/28. Window/MVI_9015.MP4,28. Window,val,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/val/28. Window/MVI_9015.MP4,0,
Home/28. Window/MVI_4882.MOV,28. Window,val,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/val/28. Window/MVI_4882.MOV,0,
Home/28. Window/MVI_4883.MOV,28. Window,val,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,pending,0,0,0,0,0,data/videos/val/28. Window/MVI_4883.MOV,0,
Adjectives/3. happy/MVI_9540.MOV,3. happy,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/3. happy/MVI_9540.MOV,0,
Adjectives/3. happy/MVI_9542.MOV,3. happy,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/3. happy/MVI_9542.MOV,0,
Adjectives/3. happy/MVI_9541.MOV,3. happy,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/3. happy/MVI_9541.MOV,0,
Adjectives/3. happy/MVI_5185.MOV,3. happy,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/3. happy/MVI_5185.MOV,0,
Adjectives/3. happy/MVI_5342.MOV,3. happy,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/3. happy/MVI_5342.MOV,0,
Adjectives/3. happy/MVI_9297.MOV,3. happy,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/3. happy/MVI_9297.MOV,0,
Adjectives/3. happy/MVI_5264.MOV,3. happy,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/3. happy/MVI_5264.MOV,0,
Adjectives/3. happy/MVI_5265.MOV,3. happy,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/3. happy/MVI_5265.MOV,0,
Adjectives/3. happy/MVI_5343.MOV,3. happy,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/3. happy/MVI_5343.MOV,0,
Adjectives/3. happy/MVI_5263.MOV,3. happy,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/3. happy/MVI_5263.MOV,0,
Adjectives/3. happy/MVI_9296.MOV,3. happy,val,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/val/3. happy/MVI_9296.MOV,0,
Adjectives/3. happy/MVI_9454.MOV,3. happy,val,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/val/3. happy/MVI_9454.MOV,0,
Adjectives/3. happy/MVI_5183.MOV,3. happy,val,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/val/3. happy/MVI_5183.MOV,0,
Home/34. Pen/MVI_4906.MOV,34. Pen,train,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/34. Pen/MVI_4906.MOV,0,
Home/34. Pen/MVI_9034.MP4,34. Pen,train,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/34. Pen/MVI_9034.MP4,0,
Home/34. Pen/MVI_4390.MOV,34. Pen,train,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/34. Pen/MVI_4390.MOV,0,
Home/34. Pen/MVI_9032.MP4,34. Pen,train,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/34. Pen/MVI_9032.MP4,0,
Home/34. Pen/MVI_4389.MOV,34. Pen,train,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/34. Pen/MVI_4389.MOV,0,
Home/34. Pen/MVI_4907.MOV,34. Pen,train,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/34. Pen/MVI_4907.MOV,0,
Home/34. Pen/MVI_4387.MOV,34. Pen,train,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/34. Pen/MVI_4387.MOV,0,
Home/34. Pen/MVI_8793.MP4,34. Pen,train,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/34. Pen/MVI_8793.MP4,0,
Home/34. Pen/MVI_4388.MOV,34. Pen,train,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/34. Pen/MVI_4388.MOV,0,
Home/34. Pen/MVI_8791.MP4,34. Pen,train,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/34. Pen/MVI_8791.MP4,0,
Home/34. Pen/MVI_8794.MP4,34. Pen,val,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/val/34. Pen/MVI_8794.MP4,0,
Home/34. Pen/MVI_4908.MOV,34. Pen,val,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/val/34. Pen/MVI_4908.MOV,0,
Home/34. Pen/MVI_9033.MP4,34. Pen,val,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,pending,0,0,0,0,0,data/videos/val/34. Pen/MVI_9033.MP4,0,
Places/35. Bank/MVI_3502.MOV,35. Bank,train,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/train/35. Bank/MVI_3502.MOV,0,
Places/35. Bank/MVI_3337.MOV,35. Bank,train,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/train/35. Bank/MVI_3337.MOV,0,
Places/35. Bank/MVI_3582.MOV,35. Bank,train,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/train/35. Bank/MVI_3582.MOV,0,
Places/35. Bank/MVI_3423.MOV,35. Bank,train,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/train/35. Bank/MVI_3423.MOV,0,
Places/35. Bank/MVI_3664.MOV,35. Bank,train,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/train/35. Bank/MVI_3664.MOV,0,
Places/35. Bank/MVI_3419.MOV,35. Bank,train,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/train/35. Bank/MVI_3419.MOV,0,
Places/35. Bank/MVI_3503.MOV,35. Bank,train,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/train/35. Bank/MVI_3503.MOV,0,
Places/35. Bank/MVI_3338.MOV,35. Bank,train,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/train/35. Bank/MVI_3338.MOV,0,
Places/35. Bank/MVI_3663.MOV,35. Bank,train,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/train/35. Bank/MVI_3663.MOV,0,
Places/35. Bank/MVI_3583.MOV,35. Bank,train,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/train/35. Bank/MVI_3583.MOV,0,
Places/35. Bank/MVI_3662.MOV,35. Bank,val,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/val/35. Bank/MVI_3662.MOV,0,
Places/35. Bank/MVI_3581.MOV,35. Bank,val,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/val/35. Bank/MVI_3581.MOV,0,
Places/35. Bank/MVI_3336.MOV,35. Bank,val,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,pending,0,0,0,0,0,data/videos/val/35. Bank/MVI_3336.MOV,0,
Clothes/37. Hat/MVI_3985.MOV,37. Hat,train,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/37. Hat/MVI_3985.MOV,0,
Clothes/37. Hat/MVI_3691.MOV,37. Hat,train,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/37. Hat/MVI_3691.MOV,0,
Clothes/37. Hat/MVI_4197.MOV,37. Hat,train,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/37. Hat/MVI_4197.MOV,0,
Clothes/37. Hat/MVI_3986.MOV,37. Hat,train,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/37. Hat/MVI_3986.MOV,0,
Clothes/37. Hat/MVI_4866.MOV,37. Hat,train,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/37. Hat/MVI_4866.MOV,0,
Clothes/37. Hat/MVI_5156.MOV,37. Hat,train,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/37. Hat/MVI_5156.MOV,0,
Clothes/37. Hat/MVI_3688.MOV,37. Hat,train,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/37. Hat/MVI_3688.MOV,0,
Clothes/37. Hat/MVI_4865.MOV,37. Hat,train,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/37. Hat/MVI_4865.MOV,0,
Clothes/37. Hat/MVI_3836.MOV,37. Hat,train,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/37. Hat/MVI_3836.MOV,0,
Clothes/37. Hat/MVI_5155.MOV,37. Hat,train,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/37. Hat/MVI_5155.MOV,0,
Clothes/37. Hat/MVI_5008.MOV,37. Hat,val,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/37. Hat/MVI_5008.MOV,0,
Clothes/37. Hat/MVI_3690.MOV,37. Hat,val,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/37. Hat/MVI_3690.MOV,0,
Clothes/37. Hat/MVI_3984.MOV,37. Hat,val,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/37. Hat/MVI_3984.MOV,0,
Animals/4. Bird/MVI_4155.MOV,4. Bird,train,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/4. Bird/MVI_4155.MOV,0,
Animals/4. Bird/MVI_8568.MP4,4. Bird,train,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/4. Bird/MVI_8568.MP4,0,
Animals/4. Bird/MVI_3094.MOV,4. Bird,train,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/4. Bird/MVI_3094.MOV,0,
Animals/4. Bird/MVI_2989.MOV,4. Bird,train,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/4. Bird/MVI_2989.MOV,0,
Animals/4. Bird/MVI_2987.MOV,4. Bird,train,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/4. Bird/MVI_2987.MOV,0,
Animals/4. Bird/MVI_3072.MOV,4. Bird,train,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/4. Bird/MVI_3072.MOV,0,
Animals/4. Bird/MVI_3040.MOV,4. Bird,train,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/4. Bird/MVI_3040.MOV,0,
Animals/4. Bird/MVI_3071.MOV,4. Bird,train,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/4. Bird/MVI_3071.MOV,0,
Animals/4. Bird/MVI_3037.MOV,4. Bird,train,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/4. Bird/MVI_3037.MOV,0,
Animals/4. Bird/MVI_3013.MOV,4. Bird,train,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/4. Bird/MVI_3013.MOV,0,
Animals/4. Bird/MVI_3038.MOV,4. Bird,val,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/4. Bird/MVI_3038.MOV,0,
Animals/4. Bird/MVI_2988.MOV,4. Bird,val,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/4. Bird/MVI_2988.MOV,0,
Animals/4. Bird/MVI_3096.MOV,4. Bird,val,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/4. Bird/MVI_3096.MOV,0,
Pronouns/40. I/MVI_0066.MOV,40. I,train,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/40. I/MVI_0066.MOV,0,
Pronouns/40. I/MVI_0065.MOV,40. I,train,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/40. I/MVI_0065.MOV,0,
Pronouns/40. I/MVI_9958.MOV,40. I,train,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/40. I/MVI_9958.MOV,0,
Pronouns/40. I/MVI_9919.MOV,40. I,train,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/40. I/MVI_9919.MOV,0,
Pronouns/40. I/MVI_9995.MOV,40. I,train,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/40. I/MVI_9995.MOV,0,
Pronouns/40. I/MVI_0014.MOV,40. I,train,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/40. I/MVI_0014.MOV,0,
Pronouns/40. I/MVI_9878.MOV,40. I,train,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/40. I/MVI_9878.MOV,0,
Pronouns/40. I/MVI_0013.MOV,40. I,train,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/40. I/MVI_0013.MOV,0,
Pronouns/40. I/MVI_0002.MOV,40. I,train,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/40. I/MVI_0002.MOV,0,
Pronouns/40. I/MVI_9880.MOV,40. I,train,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/40. I/MVI_9880.MOV,0,
Pronouns/40. I/MVI_9879.MOV,40. I,val,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/40. I/MVI_9879.MOV,0,
Pronouns/40. I/MVI_9959.MOV,40. I,val,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/40. I/MVI_9959.MOV,0,
Pronouns/40. I/MVI_0064.MOV,40. I,val,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/40. I/MVI_0064.MOV,0,
Home/40. Paint/MVI_4926.MOV,40. Paint,train,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/40. Paint/MVI_4926.MOV,0,
Home/40. Paint/MVI_4415.MOV,40. Paint,train,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/40. Paint/MVI_4415.MOV,0,
Home/40. Paint/MVI_4413.MOV,40. Paint,train,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/40. Paint/MVI_4413.MOV,0,
Home/40. Paint/MVI_8821.MP4,40. Paint,train,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/40. Paint/MVI_8821.MP4,0,
Home/40. Paint/MVI_9052.MP4,40. Paint,train,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/40. Paint/MVI_9052.MP4,0,
Home/40. Paint/MVI_4414.MOV,40. Paint,train,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/40. Paint/MVI_4414.MOV,0,
Home/40. Paint/MVI_4412.MOV,40. Paint,train,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/40. Paint/MVI_4412.MOV,0,
Home/40. Paint/MVI_9051.MP4,40. Paint,train,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/40. Paint/MVI_9051.MP4,0,
Home/40. Paint/MVI_8817.MP4,40. Paint,train,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/40. Paint/MVI_8817.MP4,0,
Home/40. Paint/MVI_4927.MOV,40. Paint,train,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/train/40. Paint/MVI_4927.MOV,0,
Home/40. Paint/MVI_8818.MP4,40. Paint,val,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/val/40. Paint/MVI_8818.MP4,0,
Home/40. Paint/MVI_8819.MP4,40. Paint,val,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/val/40. Paint/MVI_8819.MP4,0,
Home/40. Paint/MVI_9053.MP4,40. Paint,val,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,pending,0,0,0,0,0,data/videos/val/40. Paint/MVI_9053.MP4,0,
Clothes/42. T-Shirt/MVI_4003.MOV,42. T-Shirt,train,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/42. T-Shirt/MVI_4003.MOV,0,
Clothes/42. T-Shirt/MVI_3850.MOV,42. T-Shirt,train,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/42. T-Shirt/MVI_3850.MOV,0,
Clothes/42. T-Shirt/MVI_4881.MOV,42. T-Shirt,train,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/42. T-Shirt/MVI_4881.MOV,0,
