path,split,label,class_id,width,height,status
data\isl_alphabet_digits\val\0\Sign 0 (20).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -485.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -435.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (380).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (165).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (38).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (444).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (497).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -391.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (12).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -193.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (46).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -328.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (1).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -246.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -257.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (3).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (58).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -41.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -70.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -490.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -383.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -98.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (436).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -355.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (226).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -215.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (318).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -207.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -421.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (101).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -468.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (294).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -125.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -59.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -96.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -54.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -371.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -460.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -488.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (236).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (110).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -276.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (390).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -244.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -165.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -406.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (65).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (70).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (175).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -325.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -56.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -58.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -357.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (29).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (231).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (151).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (209).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -198.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -217.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (267).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -445.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -480.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (84).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -313.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -119.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -314.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (401).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -255.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Output Image -71.jpg,val,0,26,400,400,accepted
data\isl_alphabet_digits\val\0\Sign 0 (386).jpeg,val,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -88.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (404).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (276).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -152.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -373.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (81).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -205.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -385.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (351).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (451).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -293.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (350).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (177).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (407).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (86).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (452).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -79.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (37).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (163).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (460).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -413.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (359).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -280.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -416.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -370.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (409).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (63).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -16.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (302).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -91.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -249.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (31).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -93.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -339.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (183).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -378.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -411.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -66.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (406).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -4.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (349).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (49).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (54).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (301).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (499).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -366.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -148.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -53.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -497.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (219).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -75.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (194).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (427).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (369).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -390.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (15).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (180).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -431.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (331).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -306.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (496).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -348.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -358.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (430).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -275.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (193).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (62).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (25).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -252.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -153.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -456.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (148).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (403).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -333.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (479).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (493).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (215).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (64).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (21).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -86.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (471).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -487.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (355).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (292).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -60.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (475).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -80.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -425.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (297).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -483.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (104).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (416).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -319.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -141.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (36).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -107.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -83.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -429.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -38.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -443.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (339).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -288.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (127).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -331.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -213.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (373).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (358).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (210).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (131).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (135).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -112.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -32.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (201).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -263.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -466.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -405.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (22).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -462.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (270).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (363).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (384).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (413).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -467.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (125).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Sign 0 (233).jpeg,test,0,26,400,400,accepted
data\isl_alphabet_digits\test\0\Output Image -37.jpg,test,0,26,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -10.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (304).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -35.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (474).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -266.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -234.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (28).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -240.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -398.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (309).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -95.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (366).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -442.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (156).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (419).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (346).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -357.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -364.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -463.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -419.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -310.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -264.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -277.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (175).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (489).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -220.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -62.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -263.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (1).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -342.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (279).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (25).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -17.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -251.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -479.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -215.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (181).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (41).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -464.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (145).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -383.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (356).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (495).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -52.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (42).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -349.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -324.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (172).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (367).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -114.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -78.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (280).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -366.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -195.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (211).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -296.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -132.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (186).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (71).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -18.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -257.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (160).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -8.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (428).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -76.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (46).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (137).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (104).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (24).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -339.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (258).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (412).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -155.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (34).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -488.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -446.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -161.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (460).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -290.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -318.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (188).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (362).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -56.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (291).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (285).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (45).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (439).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -406.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (286).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (223).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (193).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -4.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (295).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (425).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (120).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (447).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -40.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (359).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (257).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (184).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -216.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (26).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -225.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -458.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (480).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -229.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (301).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -154.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (219).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (449).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -217.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (92).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -218.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (490).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (338).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -203.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -336.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (60).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -182.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -219.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (222).jpeg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -326.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Output Image -105.jpg,train,1,27,400,400,accepted
data\isl_alphabet_digits\train\1\Sign 1 (337).jpeg,train,1,27,400,400,accepted
