parent_label,label,video_path,include_50,archive,archive_url,split
Places,35. Bank,Places/35. Bank/MVI_3664.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,train
Places,35. Bank,Places/35. Bank/MVI_3419.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,train
Places,35. Bank,Places/35. Bank/MVI_3503.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,train
Places,35. Bank,Places/35. Bank/MVI_3338.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,train
Places,35. Bank,Places/35. Bank/MVI_3663.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,train
Places,35. Bank,Places/35. Bank/MVI_3583.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,train
Places,35. Bank,Places/35. Bank/MVI_3662.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,val
Places,35. Bank,Places/35. Bank/MVI_3581.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,val
Places,35. Bank,Places/35. Bank/MVI_3336.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,val
Clothes,37. Hat,Clothes/37. Hat/MVI_3985.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,train
Clothes,37. Hat,Clothes/37. Hat/MVI_3691.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,train
Clothes,37. Hat,Clothes/37. Hat/MVI_4197.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,train
Clothes,37. Hat,Clothes/37. Hat/MVI_3986.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,train
Clothes,37. Hat,Clothes/37. Hat/MVI_4866.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,train
Clothes,37. Hat,Clothes/37. Hat/MVI_5156.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,train
Clothes,37. Hat,Clothes/37. Hat/MVI_3688.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,train
Clothes,37. Hat,Clothes/37. Hat/MVI_4865.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,train
Clothes,37. Hat,Clothes/37. Hat/MVI_3836.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,train
Clothes,37. Hat,Clothes/37. Hat/MVI_5155.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,train
Clothes,37. Hat,Clothes/37. Hat/MVI_5008.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,val
Clothes,37. Hat,Clothes/37. Hat/MVI_3690.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,val
Clothes,37. Hat,Clothes/37. Hat/MVI_3984.MOV,True,Clothes_1of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_1of2.zip/content,val
Animals,4. Bird,Animals/4. Bird/MVI_4155.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,4. Bird,Animals/4. Bird/MVI_8568.MP4,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,4. Bird,Animals/4. Bird/MVI_3094.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,4. Bird,Animals/4. Bird/MVI_2989.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,4. Bird,Animals/4. Bird/MVI_2987.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,4. Bird,Animals/4. Bird/MVI_3072.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,4. Bird,Animals/4. Bird/MVI_3040.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,4. Bird,Animals/4. Bird/MVI_3071.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,4. Bird,Animals/4. Bird/MVI_3037.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,4. Bird,Animals/4. Bird/MVI_3013.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,4. Bird,Animals/4. Bird/MVI_3038.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,val
Animals,4. Bird,Animals/4. Bird/MVI_2988.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,val
Animals,4. Bird,Animals/4. Bird/MVI_3096.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,val
Pronouns,40. I,Pronouns/40. I/MVI_0066.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,40. I,Pronouns/40. I/MVI_0065.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,40. I,Pronouns/40. I/MVI_9958.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,40. I,Pronouns/40. I/MVI_9919.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,40. I,Pronouns/40. I/MVI_9995.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,40. I,Pronouns/40. I/MVI_0014.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,40. I,Pronouns/40. I/MVI_9878.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,40. I,Pronouns/40. I/MVI_0013.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,40. I,Pronouns/40. I/MVI_0002.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,40. I,Pronouns/40. I/MVI_9880.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,40. I,Pronouns/40. I/MVI_9879.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,val
Pronouns,40. I,Pronouns/40. I/MVI_9959.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,val
Pronouns,40. I,Pronouns/40. I/MVI_0064.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,val
Home,40. Paint,Home/40. Paint/MVI_4926.MOV,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,train
Home,40. Paint,Home/40. Paint/MVI_4415.MOV,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,train
Home,40. Paint,Home/40. Paint/MVI_4413.MOV,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,train
Home,40. Paint,Home/40. Paint/MVI_8821.MP4,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,train
Home,40. Paint,Home/40. Paint/MVI_9052.MP4,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,train
Home,40. Paint,Home/40. Paint/MVI_4414.MOV,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,train
Home,40. Paint,Home/40. Paint/MVI_4412.MOV,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,train
Home,40. Paint,Home/40. Paint/MVI_9051.MP4,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,train
Home,40. Paint,Home/40. Paint/MVI_8817.MP4,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,train
Home,40. Paint,Home/40. Paint/MVI_4927.MOV,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,train
Home,40. Paint,Home/40. Paint/MVI_8818.MP4,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,val
Home,40. Paint,Home/40. Paint/MVI_8819.MP4,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,val
Home,40. Paint,Home/40. Paint/MVI_9053.MP4,True,Home_3of4.zip,https://zenodo.org/api/records/4010759/files/Home_3of4.zip/content,val
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4003.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3850.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4881.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3851.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4002.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4883.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4004.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3704.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3706.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_5022.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4882.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,val
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3852.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,val
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_5021.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,val
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3711.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4204.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,44. Shoes,Clothes/44. Shoes/MVI_5177.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3857.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4888.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,44. Shoes,Clothes/44. Shoes/MVI_5030.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4010.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,44. Shoes,Clothes/44. Shoes/MVI_5029.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3712.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4009.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,train
Clothes,44. Shoes,Clothes/44. Shoes/MVI_5028.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,val
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3858.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,val
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4887.MOV,True,Clothes_2of2.zip,https://zenodo.org/api/records/4010759/files/Clothes_2of2.zip/content,val
Pronouns,44. it,Pronouns/44. it/MVI_0014.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,44. it,Pronouns/44. it/MVI_0077.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,44. it,Pronouns/44. it/MVI_0076.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,44. it,Pronouns/44. it/MVI_9898.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,44. it,Pronouns/44. it/MVI_9936.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,44. it,Pronouns/44. it/MVI_9970.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,44. it,Pronouns/44. it/MVI_9969.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,44. it,Pronouns/44. it/MVI_9938.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,44. it,Pronouns/44. it/MVI_0015.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,44. it,Pronouns/44. it/MVI_0024.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,train
Pronouns,44. it,Pronouns/44. it/MVI_9900.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,val
Pronouns,44. it,Pronouns/44. it/MVI_0078.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,val
Pronouns,44. it,Pronouns/44. it/MVI_0025.MOV,True,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content,val
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0083.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,train
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9946.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,train
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9975.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,train
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9947.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,train
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9977.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,train
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9948.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,train
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9909.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,train
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0030.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,train
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0024.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,train
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9907.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,train
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9976.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,val
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0031.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,val
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9905.MOV,True,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content,val
Colours,47. Red,Colours/47. Red/MVI_3720.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,train
Colours,47. Red,Colours/47. Red/MVI_4019.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,train
Colours,47. Red,Colours/47. Red/MVI_3721.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,train
Colours,47. Red,Colours/47. Red/MVI_4018.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,train
Colours,47. Red,Colours/47. Red/MVI_8612.MP4,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,train
Colours,47. Red,Colours/47. Red/MVI_3867.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,train
Colours,47. Red,Colours/47. Red/MVI_5186.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,train
Colours,47. Red,Colours/47. Red/MVI_3719.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,train
Colours,47. Red,Colours/47. Red/MVI_4017.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,train
Colours,47. Red,Colours/47. Red/MVI_5038.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,train
Colours,47. Red,Colours/47. Red/MVI_4899.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,val
Colours,47. Red,Colours/47. Red/MVI_4898.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,val
Colours,47. Red,Colours/47. Red/MVI_5184.MOV,True,Colours_1of2.zip,https://zenodo.org/api/records/4010759/files/Colours_1of2.zip/content,val
Greetings,48. Hello,Greetings/48. Hello/MVI_0090.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,48. Hello,Greetings/48. Hello/MVI_0091.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,48. Hello,Greetings/48. Hello/MVI_0029.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,48. Hello,Greetings/48. Hello/MVI_9983.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,48. Hello,Greetings/48. Hello/MVI_9984.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,48. Hello,Greetings/48. Hello/MVI_0037.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,48. Hello,Greetings/48. Hello/MVI_9956.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,48. Hello,Greetings/48. Hello/MVI_0032.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,48. Hello,Greetings/48. Hello/MVI_9915.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,48. Hello,Greetings/48. Hello/MVI_0030.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,48. Hello,Greetings/48. Hello/MVI_0031.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,val
Greetings,48. Hello,Greetings/48. Hello/MVI_0038.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,val
Greetings,48. Hello,Greetings/48. Hello/MVI_9916.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,val
Animals,5. Cow,Animals/5. Cow/MVI_3047.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,5. Cow,Animals/5. Cow/MVI_3097.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,5. Cow,Animals/5. Cow/MVI_8569.MP4,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,5. Cow,Animals/5. Cow/MVI_2992.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,5. Cow,Animals/5. Cow/MVI_3074.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,5. Cow,Animals/5. Cow/MVI_3048.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,5. Cow,Animals/5. Cow/MVI_4160.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,5. Cow,Animals/5. Cow/MVI_3049.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,5. Cow,Animals/5. Cow/MVI_3046.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,5. Cow,Animals/5. Cow/MVI_3073.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,train
Animals,5. Cow,Animals/5. Cow/MVI_2990.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,val
Animals,5. Cow,Animals/5. Cow/MVI_3075.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,val
Animals,5. Cow,Animals/5. Cow/MVI_3016.MOV,True,Animals_1of2.zip,https://zenodo.org/api/records/4010759/files/Animals_1of2.zip/content,val
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9932.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9970.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9991.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9933.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9935.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9971.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0048.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9934.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9992.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9993.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,train
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9968.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,val
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0100.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,val
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9969.MOV,True,Greetings_1of2.zip,https://zenodo.org/api/records/4010759/files/Greetings_1of2.zip/content,val
Electronics,53. Fan,Electronics/53. Fan/MVI_4965.MOV,True,Electronics_1of2.zip,https://zenodo.org/api/records/4010759/files/Electronics_1of2.zip/content,train
Electronics,53. Fan,Electronics/53. Fan/MVI_4535.MOV,True,Electronics_1of2.zip,https://zenodo.org/api/records/4010759/files/Electronics_1of2.zip/content,train
Electronics,53. Fan,Electronics/53. Fan/MVI_9099.MP4,True,Electronics_1of2.zip,https://zenodo.org/api/records/4010759/files/Electronics_1of2.zip/content,train
Electronics,53. Fan,Electronics/53. Fan/MVI_5388.MOV,True,Electronics_1of2.zip,https://zenodo.org/api/records/4010759/files/Electronics_1of2.zip/content,train
Electronics,53. Fan,Electronics/53. Fan/MVI_9098.MP4,True,Electronics_1of2.zip,https://zenodo.org/api/records/4010759/files/Electronics_1of2.zip/content,train
Electronics,53. Fan,Electronics/53. Fan/MVI_4536.MOV,True,Electronics_1of2.zip,https://zenodo.org/api/records/4010759/files/Electronics_1of2.zip/content,train
