video_path,archive,archive_url
Pronouns/44. it/MVI_9898.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_9899.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_9900.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_9936.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_9937.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_9938.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_9969.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_9970.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_9971.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Society/14. Election/MVI_4304.MOV,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_4305.MOV,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_4307.MOV,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_4839.MOV,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_4840.MOV,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_4841.MOV,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_8710.MP4,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_8711.MP4,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_8712.MP4,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_8713.MP4,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_8967.MP4,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_8968.MP4,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Society/14. Election/MVI_8969.MP4,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content
Places/35. Bank/MVI_3335.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3336.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3337.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3338.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3419.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3422.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3423.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3500.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3501.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3502.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3503.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3581.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3582.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3583.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3584.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3662.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3663.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/35. Bank/MVI_3664.MOV,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content
Places/28. Store or Shop/MVI_3308.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3309.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3310.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3384.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3385.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3386.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3387.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3472.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3473.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3474.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3475.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3552.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3553.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3554.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3555.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3632.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3634.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Places/28. Store or Shop/MVI_3635.MOV,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content
Society/2. Death/MVI_4255.MOV,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_4256.MOV,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_4257.MOV,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_4258.MOV,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_4800.MOV,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_4801.MOV,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_4802.MOV,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_8661.MP4,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_8662.MP4,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_8664.MP4,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_8930.MP4,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_8931.MP4,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Society/2. Death/MVI_8932.MP4,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content
Seasons/61. Summer/MVI_4565.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_4566.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_4567.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_4568.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_4990.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_4991.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_4992.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_5420.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_5421.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_5424.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_9122.MP4,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_9123.MP4,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/61. Summer/MVI_9124.MP4,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_4577.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_4578.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_4579.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_4580.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_4999.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_5000.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_5001.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_5434.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_5435.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_5436.MOV,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_9132.MP4,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_9133.MP4,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_9134.MP4,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Seasons/64. Fall/MVI_9135.MP4,Seasons_1of1.zip,https://zenodo.org/api/records/4010759/files/Seasons_1of1.zip/content
Places/23. Court/MVI_3285.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3286.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3287.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3365.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3366.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3367.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3370.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3452.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3453.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3454.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3455.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3531.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3533.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3534.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3609.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3610.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3611.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/23. Court/MVI_3612.MOV,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content
Places/19. House/MVI_3267.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3268.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3270.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3349.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3350.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3351.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3352.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3435.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3436.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3437.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3438.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3513.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3515.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3516.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3593.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3594.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3595.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Places/19. House/MVI_3596.MOV,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content
Days_and_Time/86. Time/MVI_4667.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_4668.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_4669.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_4670.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_5077.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_5078.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_5079.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_5524.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_5525.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_5526.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_5527.MOV,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_9201.MP4,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_9202.MP4,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
Days_and_Time/86. Time/MVI_9203.MP4,Days_and_Time_3of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_3of3.zip/content
People/77. Boy/MVI_3814.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_3816.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_3963.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_3964.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_4109.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_4110.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_4111.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_4112.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_4242.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_4981.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_4982.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_4983.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_5132.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_5133.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_5134.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_5285.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_5286.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_5287.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/77. Boy/MVI_8644.MP4,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_3817.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_3818.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_3819.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_3965.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_3966.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_3967.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_4113.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_4114.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_4243.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_4984.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_4985.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_5135.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_5136.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_5137.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_5288.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_5289.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_5290.MOV,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
People/78. Girl/MVI_8645.MP4,People_4of5.zip,https://zenodo.org/api/records/4010759/files/People_4of5.zip/content
Days_and_Time/78. Year/MVI_4635.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_4636.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_4637.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_4638.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_5047.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_5048.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_5049.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_5491.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_5492.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_5493.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_5494.MOV,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_9176.MP4,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_9177.MP4,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/78. Year/MVI_9178.MP4,Days_and_Time_2of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_2of3.zip/content
Days_and_Time/67. Monday/MVI_4591.MOV,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_4592.MOV,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_4593.MOV,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_4594.MOV,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_5009.MOV,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_5010.MOV,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_5011.MOV,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_5446.MOV,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_5447.MOV,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_5449.MOV,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_9142.MP4,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_9143.MP4,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
Days_and_Time/67. Monday/MVI_9144.MP4,Days_and_Time_1of3.zip,https://zenodo.org/api/records/4010759/files/Days_and_Time_1of3.zip/content
People/66. Brother/MVI_3779.MOV,People_2of5.zip,https://zenodo.org/api/records/4010759/files/People_2of5.zip/content
People/66. Brother/MVI_3780.MOV,People_2of5.zip,https://zenodo.org/api/records/4010759/files/People_2of5.zip/content
People/66. Brother/MVI_3781.MOV,People_2of5.zip,https://zenodo.org/api/records/4010759/files/People_2of5.zip/content
People/66. Brother/MVI_3927.MOV,People_2of5.zip,https://zenodo.org/api/records/4010759/files/People_2of5.zip/content
People/66. Brother/MVI_3928.MOV,People_2of5.zip,https://zenodo.org/api/records/4010759/files/People_2of5.zip/content
People/66. Brother/MVI_3929.MOV,People_2of5.zip,https://zenodo.org/api/records/4010759/files/People_2of5.zip/content
